id,time,action,Ingress/DC,SFC,n_VNFs,TTL,remain,load,util,acceptance,power,P_per_sfc,active_server
120,7,deploy,2,2,19,174,168,13.4,74.8,100.0,23903.1,3414.7,91
121,7,deploy,2,3,19,13,9,13.4,76.7,100.0,26693.7,3336.7,102
122,7,remap_successfully,-,-,-,-,-,13.4,76.7,100.0,26693.7,3336.7,102
123,7,deploy,2,10,14,5,5,13.4,78.1,100.0,28564.2,3173.8,109
124,8,create,10,11,13,109,109,14.7,78.1,100.0,28564.2,3173.8,109
125,8,remap,-,-,-,-,-,-,-,-,-,-,-
126,8,interrupt,-,4,11,57,53,14.7,78.1,100.0,28564.2,3173.8,109
127,8,interrupt,-,8,11,8,7,14.7,78.1,100.0,28564.2,3173.8,109
128,8,interrupt,-,9,11,22,21,14.7,78.1,100.0,28564.2,3173.8,109
129,8,interrupt,-,5,15,101,98,14.7,78.1,100.0,28564.2,3173.8,109
130,8,interrupt,-,6,16,10,7,14.7,78.1,100.0,28564.2,3173.8,109
131,8,interrupt,-,7,18,25,23,14.7,78.1,100.0,28564.2,3173.8,109
132,8,interrupt,-,2,19,174,167,14.7,78.1,100.0,28564.2,3173.8,109
133,8,interrupt,-,3,19,13,8,14.7,78.1,100.0,28564.2,3173.8,109
134,8,interrupt,-,10,14,5,4,14.7,78.1,100.0,28564.2,3173.8,109
135,8,deploy,2,4,11,57,53,14.7,79.2,100.0,3306.4,3306.4,11
136,8,deploy,2,8,11,8,7,14.7,80.3,100.0,5898.6,2949.3,20
137,8,deploy,2,9,11,22,21,14.7,81.4,100.0,8357.5,2785.8,29
138,8,deploy,2,10,14,5,4,14.7,82.8,100.0,11062.0,2765.5,39
139,8,deploy,2,5,15,101,98,14.7,84.3,100.0,14485.8,2897.2,53
140,8,deploy,2,6,16,10,7,14.7,85.9,100.0,17277.2,2879.5,64
141,8,deploy,2,7,18,25,23,14.7,87.7,100.0,21123.0,3017.6,79
142,8,deploy,2,2,19,174,167,14.7,89.6,100.0,24496.0,3062.0,92
143,8,deploy,2,3,19,13,8,14.7,91.5,100.0,27663.1,3073.7,104
144,8,remap_successfully,-,-,-,-,-,14.7,91.5,100.0,27663.1,3073.7,104
145,8,deploy,2,11,13,109,109,14.7,92.8,100.0,29305.0,2930.5,110
146,9,create,5,12,17,57,57,16.4,92.8,100.0,29305.0,2930.5,110
147,9,create,9,13,11,78,78,17.5,92.8,100.0,29305.0,2930.5,110
