id,time,action,Ingress/DC,SFC,n_VNFs,TTL,remain,load,util,migration,acceptance,power,P_per_sfc,active_server
100,168,create,9,47,11,67,67,8.4,7.3,0,30.4,6838.9,977.0,20
101,168,drop,-,47,11,67,67,7.3,7.3,0,29.8,6838.9,977.0,20
102,171,create,10,48,18,14,14,9.1,7.3,0,29.8,6838.9,977.0,20
103,171,create,10,49,12,98,98,10.3,7.3,0,29.8,6838.9,977.0,20
104,171,drop,-,48,18,14,14,8.5,7.3,0,29.2,6838.9,977.0,20
105,171,drop,-,49,12,98,98,7.3,7.3,0,28.6,6838.9,977.0,20
106,180,create,10,50,13,318,318,8.6,7.3,0,28.6,6838.9,977.0,20
107,180,create,10,51,10,109,109,9.6,7.3,0,28.6,6838.9,977.0,20
108,180,drop,-,50,13,318,318,8.3,7.3,0,28.0,6838.9,977.0,20
109,180,drop,-,51,10,109,109,7.3,7.3,0,27.5,6838.9,977.0,20
110,183,create,7,52,19,161,161,9.2,7.3,0,27.5,6838.9,977.0,20
111,183,create,9,53,6,298,298,9.8,7.3,0,27.5,6838.9,977.0,20
112,183,drop,-,52,19,161,161,7.9,7.3,0,26.9,6838.9,977.0,20
113,183,deploy,6,53,6,298,298,7.9,7.9,0,28.3,7416.1,927.0,22
114,184,create,5,54,11,325,325,9.0,7.9,0,28.3,7416.1,927.0,22
115,184,drop,-,54,11,325,325,7.9,7.9,0,27.8,7416.1,927.0,22
116,186,create,5,55,13,57,57,9.2,7.9,0,27.8,7416.1,927.0,22
117,186,drop,-,55,13,57,57,7.9,7.9,0,27.3,7416.1,927.0,22
118,187,create,5,56,20,16,16,9.9,7.9,0,27.3,7416.1,927.0,22
119,187,drop,-,56,20,16,16,7.9,7.9,0,26.8,7416.1,927.0,22
120,190,remove,6,2,15,180,0,6.4,6.4,0,26.8,6049.800000000001,864.3,18
121,190,create,10,57,9,35,35,7.3,6.4,0,26.8,6049.800000000001,864.3,18
122,190,deploy,6,57,9,35,35,7.3,7.3,0,28.1,6838.5,854.8,20
123,191,create,7,58,15,35,35,8.8,7.3,0,28.1,6838.5,854.8,20
124,191,drop,-,58,15,35,35,7.3,7.3,0,27.6,6838.5,854.8,20
125,193,create,5,59,5,561,561,7.8,7.3,0,27.6,6838.5,854.8,20
126,193,create,7,60,10,13,13,8.8,7.3,0,27.6,6838.5,854.8,20
127,193,drop,-,59,5,561,561,8.3,7.3,0,27.1,6838.5,854.8,20
128,193,drop,-,60,10,13,13,7.3,7.3,0,26.7,6838.5,854.8,20
129,194,create,9,61,7,82,82,8.0,7.3,0,26.7,6838.5,854.8,20
130,194,create,7,62,10,152,152,9.0,7.3,0,26.7,6838.5,854.8,20
131,194,create,7,63,20,47,47,11.0,7.3,0,26.7,6838.5,854.8,20
132,194,drop,-,61,7,82,82,10.3,7.3,0,26.2,6838.5,854.8,20
133,194,drop,-,62,10,152,152,9.3,7.3,0,25.8,6838.5,854.8,20
134,194,drop,-,63,20,47,47,7.3,7.3,0,25.4,6838.5,854.8,20
135,197,create,10,64,13,36,36,8.6,7.3,0,25.4,6838.5,854.8,20
136,197,create,5,65,11,10,10,9.7,7.3,0,25.4,6838.5,854.8,20
137,197,drop,-,64,13,36,36,8.4,7.3,0,25.0,6838.5,854.8,20
138,197,drop,-,65,11,10,10,7.3,7.3,0,24.6,6838.5,854.8,20
139,200,create,9,66,16,145,145,8.9,7.3,0,24.6,6838.5,854.8,20
140,200,create,10,67,10,67,67,9.9,7.3,0,24.6,6838.5,854.8,20
141,200,drop,-,66,16,145,145,8.3,7.3,0,24.2,6838.5,854.8,20
142,200,drop,-,67,10,67,67,7.3,7.3,0,23.9,6838.5,854.8,20
143,203,create,7,68,20,75,75,9.3,7.3,0,23.9,6838.5,854.8,20
144,203,create,7,69,5,20,20,9.8,7.3,0,23.9,6838.5,854.8,20
145,203,drop,-,68,20,75,75,7.8,7.3,0,23.5,6838.5,854.8,20
