id,time,action,Ingress/DC,SFC,n_VNFs,TTL,remain,load,util,migration,acceptance,power,P_per_sfc,active_server
101,155,create,9,42,7,69,69,24.7,24.0,0,100.0,19708.9,856.9,60
102,155,create,9,43,19,32,32,26.6,24.0,0,100.0,19708.9,856.9,60
103,155,deploy,2,42,7,69,69,26.6,24.7,0,100.0,20358.0,848.2,62
104,155,deploy,2,43,19,32,32,26.6,26.6,0,100.0,21959.6,878.4,67
105,158,remove,2,41,19,4,0,24.7,24.7,0,100.0,20564.8,856.9,63
106,159,remove,2,32,4,28,0,24.3,24.3,0,100.0,20248.4,880.4,62
107,163,create,5,44,6,20,20,24.9,24.3,0,100.0,20248.4,880.4,62
108,163,deploy,2,44,6,20,20,24.9,24.9,0,100.0,20869.4,869.6,64
109,164,create,9,45,16,318,318,26.5,24.9,0,100.0,20869.4,869.6,64
110,164,deploy,2,45,16,318,318,26.5,26.5,0,100.0,21929.7,877.2,67
111,165,create,10,46,15,172,172,28.0,26.5,0,100.0,21929.7,877.2,67
112,165,deploy,2,46,15,172,172,28.0,28.0,0,100.0,22963.8,883.2,70
113,168,create,9,47,11,67,67,29.1,28.0,0,100.0,22963.8,883.2,70
114,168,deploy,2,47,11,67,67,29.1,29.1,0,100.0,23929.9,886.3,73
115,171,create,10,48,18,14,14,30.9,29.1,0,100.0,23929.9,886.3,73
116,171,create,10,49,12,98,98,32.1,29.1,0,100.0,23929.9,886.3,73
117,171,deploy,2,48,18,14,14,32.1,30.9,0,100.0,25545.6,912.3,78
118,171,deploy,2,49,12,98,98,32.1,32.1,0,100.0,26540.8,915.2,81
119,172,remove,2,30,6,48,0,31.5,31.5,0,100.0,26168.7,934.6,80
120,173,remove,2,11,5,106,0,31.0,31.0,0,100.0,25824.5,956.5,79
121,175,remove,2,19,11,93,0,29.9,29.9,0,100.0,25312.8,973.6,78
122,180,create,10,50,13,318,318,31.2,29.9,0,100.0,25312.8,973.6,78
123,180,create,10,51,10,109,109,32.2,29.9,0,100.0,25312.8,973.6,78
124,180,deploy,2,50,13,318,318,32.2,31.2,0,100.0,26081.2,966.0,80
125,180,deploy,2,51,10,109,109,32.2,32.2,0,100.0,26769.8,956.1,82
126,183,create,7,52,19,161,161,34.1,32.2,0,100.0,26769.8,956.1,82
127,183,remove,2,44,6,20,0,33.5,31.6,0,100.0,26357.2,976.2,81
128,183,create,9,53,6,298,298,34.1,31.6,0,100.0,26357.2,976.2,81
129,183,deploy,2,52,19,161,161,34.1,33.5,0,100.0,27743.7,990.8,85
130,183,deploy,2,53,6,298,298,34.1,34.1,0,100.0,28115.8,969.5,86
131,184,create,5,54,11,325,325,35.2,34.1,0,100.0,28115.8,969.5,86
132,184,deploy,2,54,11,325,325,35.2,35.2,0,100.0,29081.4,969.4,89
133,185,remove,2,48,18,14,0,33.4,33.4,0,100.0,27585.0,951.2,85
134,186,create,5,55,13,57,57,34.7,33.4,0,100.0,27585.0,951.2,85
135,186,deploy,2,55,13,57,57,34.7,34.7,0,100.0,28692.6,956.4,88
136,187,remove,2,43,19,32,0,32.8,32.8,0,100.0,27296.8,941.3,84
137,187,create,5,56,20,16,16,34.8,32.8,0,100.0,27296.8,941.3,84
138,187,deploy,2,56,20,16,16,34.8,34.8,0,100.0,28720.9,957.4,88
139,188,remove,2,39,7,45,0,34.1,34.1,0,100.0,28320.5,976.6,87
140,190,remove,2,2,15,180,0,32.6,32.6,0,100.0,27241.7,972.9,84
141,190,create,10,57,9,35,35,33.5,32.6,0,100.0,27241.7,972.9,84
142,190,deploy,2,57,9,35,35,33.5,33.5,0,100.0,27946.6,963.7,86
143,191,remove,2,37,12,50,0,32.3,32.3,0,100.0,27156.0,969.9,84
144,191,create,7,58,15,35,35,33.8,32.3,0,100.0,27156.0,969.9,84
145,191,deploy,2,58,15,35,35,33.8,33.8,0,100.0,27986.8,965.1,86
146,193,create,5,59,5,561,561,34.3,33.8,0,100.0,27986.8,965.1,86
147,193,create,7,60,10,13,13,35.3,33.8,0,100.0,27986.8,965.1,86
148,193,deploy,2,59,5,561,561,35.3,34.3,0,100.0,28331.0,944.4,87
149,193,deploy,2,60,10,13,13,35.3,35.3,0,100.0,29108.8,939.0,89
150,194,create,9,61,7,82,82,36.0,35.3,0,100.0,29108.8,939.0,89
151,194,create,7,62,10,152,152,37.0,35.3,0,100.0,29108.8,939.0,89
152,194,create,7,63,20,47,47,39.0,35.3,0,100.0,29108.8,939.0,89
153,194,deploy,2,61,7,82,82,39.0,36.0,0,100.0,29508.7,922.1,90
154,194,deploy,2,62,10,152,152,39.0,37.0,0,100.0,30446.4,922.6,93
155,194,deploy,2,63,20,47,47,39.0,39.0,0,100.0,32072.8,943.3,98
156,197,create,10,64,13,36,36,40.3,39.0,0,100.0,32072.8,943.3,98
157,197,create,5,65,11,10,10,41.4,39.0,0,100.0,32072.8,943.3,98
158,197,deploy,2,64,13,36,36,41.4,40.3,0,100.0,33139.6,946.8,101
159,197,deploy,2,65,11,10,10,41.4,41.4,0,100.0,34062.5,946.2,104
160,200,create,9,66,16,145,145,43.0,41.4,0,100.0,34062.5,946.2,104
161,200,create,10,67,10,67,67,44.0,41.4,0,100.0,34062.5,946.2,104
162,200,deploy,2,66,16,145,145,44.0,43.0,0,100.0,35374.1,956.1,108
163,200,deploy,2,67,10,67,67,44.0,44.0,0,100.0,36063.5,949.0,110
164,203,remove,2,56,20,16,0,42.0,42.0,0,100.0,34597.9,935.1,106
165,203,create,7,68,20,75,75,44.0,42.0,0,100.0,34597.9,935.1,106
166,203,create,7,69,5,20,20,44.5,42.0,0,100.0,34597.9,935.1,106
167,203,deploy,2,68,20,75,75,44.5,44.0,0,100.0,36063.5,949.0,110
168,203,deploy,2,69,5,20,20,44.5,44.5,0,100.0,36656.1,939.9,112
169,205,create,9,70,10,154,154,45.5,44.5,0,100.0,36656.1,939.9,112
170,205,deploy,2,70,10,154,154,45.5,45.5,0,100.0,37551.1,938.8,115
171,206,remove,2,60,10,13,0,44.5,44.5,0,100.0,36936.3,947.1,114
172,206,create,9,71,4,11,11,44.9,44.5,0,100.0,36936.3,947.1,114
173,206,deploy,2,71,4,11,11,44.9,44.9,0,100.0,37092.9,927.3,114
174,207,remove,2,65,11,10,0,43.8,43.8,0,100.0,36375.2,932.7,112
175,208,remove,2,29,4,90,0,43.4,43.4,0,100.0,36263.8,954.3,112
176,208,create,5,72,12,144,144,44.6,43.4,0,100.0,36263.8,954.3,112
177,208,deploy,2,72,12,144,144,44.6,44.6,0,100.0,36888.7,945.9,113
178,209,remove,2,34,12,75,0,43.4,43.4,0,100.0,36100.2,950.0,111
179,210,create,9,73,17,364,364,45.1,43.4,0,100.0,36100.2,950.0,111
180,210,create,5,74,6,1,1,45.7,43.4,0,100.0,36100.2,950.0,111
181,210,deploy,2,73,17,364,364,45.7,45.1,0,100.0,37228.0,954.6,114
182,210,deploy,2,74,6,1,1,45.7,45.7,0,100.0,37600.1,940.0,115
183,211,remove,2,74,6,1,0,45.1,45.1,0,100.0,37228.0,954.6,114
184,212,create,5,75,13,23,23,46.4,45.1,0,100.0,37228.0,954.6,114
185,212,create,5,76,17,32,32,48.1,45.1,0,100.0,37228.0,954.6,114
186,212,deploy,2,75,13,23,23,48.1,46.4,0,100.0,38045.5,951.1,116
187,212,deploy,2,76,17,32,32,48.1,48.1,0,100.0,39589.3,965.6,121
188,214,create,9,77,15,244,244,49.6,48.1,0,100.0,39589.3,965.6,121
189,214,deploy,2,77,15,244,244,49.6,49.6,0,100.0,40829.0,972.1,125
190,215,create,5,78,8,21,21,50.4,49.6,0,100.0,40829.0,972.1,125
191,215,create,9,79,11,22,22,51.5,49.6,0,100.0,40829.0,972.1,125
192,215,deploy,2,78,8,21,21,51.5,50.4,0,100.0,41344.7,961.5,126
193,215,deploy,2,79,11,22,22,51.5,51.5,0,100.0,42267.5,960.6,129
194,217,create,10,80,8,52,52,52.3,51.5,0,100.0,42267.5,960.6,129
195,217,remove,2,71,4,11,0,51.9,51.1,0,100.0,42110.9,979.3,129
196,217,deploy,2,80,8,52,52,51.9,51.9,0,100.0,42586.5,967.9,130
197,220,create,7,81,11,165,165,53.0,51.9,0,100.0,42586.5,967.9,130
198,220,deploy,2,81,11,165,165,53.0,53.0,0,100.0,43553.0,967.8,133
199,221,create,9,82,13,38,38,54.3,53.0,0,100.0,43553.0,967.8,133
200,221,deploy,2,82,13,38,38,54.3,54.3,0,100.0,44575.7,969.0,136
201,223,remove,2,69,5,20,0,53.8,53.8,0,100.0,44185.8,981.9,135
202,224,remove,2,33,15,90,0,52.3,52.3,0,100.0,43110.1,979.8,132
203,224,remove,2,42,7,69,0,51.6,51.6,0,100.0,42664.1,992.2,131
204,225,remove,2,57,9,35,0,50.7,50.7,0,100.0,42002.1,1000.0,129
205,226,remove,2,58,15,35,0,49.2,49.2,0,100.0,40922.8,998.1,126
206,229,remove,2,14,11,158,0,48.1,48.1,0,100.0,40207.4,1005.2,124
207,229,create,5,83,18,34,34,49.9,48.1,0,100.0,40207.4,1005.2,124
208,229,deploy,2,83,18,34,34,49.9,49.9,0,100.0,41614.5,1015.0,128
209,231,remove,2,5,5,198,0,49.4,49.4,0,100.0,41270.3,1031.8,127
210,231,create,7,84,15,35,35,50.9,49.4,0,100.0,41270.3,1031.8,127
211,231,deploy,2,84,15,35,35,50.9,50.9,0,100.0,42143.2,1027.9,129
212,233,remove,2,64,13,36,0,49.6,49.6,0,100.0,41328.6,1033.2,127
213,233,create,10,85,20,27,27,51.6,49.6,0,100.0,41328.6,1033.2,127
214,233,create,9,86,9,68,68,52.5,49.6,0,100.0,41328.6,1033.2,127
215,233,deploy,2,85,20,27,27,52.5,51.6,0,100.0,42540.9,1037.6,130
216,233,deploy,2,86,9,68,68,52.5,52.5,0,100.0,43451.7,1034.6,133
217,234,create,7,87,8,588,588,53.3,52.5,0,100.0,43451.7,1034.6,133
218,234,deploy,2,87,8,588,588,53.3,53.3,0,100.0,44084.5,1025.2,135
219,235,remove,2,47,11,67,0,52.2,52.2,0,100.0,43322.2,1031.5,133
220,235,remove,2,75,13,23,0,50.9,50.9,0,100.0,42502.8,1036.7,131
221,235,create,7,88,16,37,37,52.5,50.9,0,100.0,42502.8,1036.7,131
